传送速度,是否合格（负为合格，正为不合格）,过217面积,最大斜率,峰值温度,150°C~190°C时间,大于217°C时间
0.0,25.0
0.5,25.021682739257812
1.0,25.086406707763672
1.5,25.19368553161621
2.0,25.343042373657227
2.5,25.53400230407715
3.0,25.76609992980957
3.5,26.038869857788086
4.0,26.351856231689453
4.5,26.704605102539062
5.0,27.096670150756836
5.5,27.527610778808594
6.0,27.996986389160156
6.5,28.50436782836914
7.0,29.049325942993164
7.5,29.631437301635742
8.0,30.250286102294922
8.5,30.90545654296875
9.0,31.596542358398438
9.5,32.32313919067383
10.0,33.08484649658203
10.5,33.88127136230469
11.0,34.71201705932617
11.5,35.57670593261719
12.0,36.474952697753906
12.5,37.40637969970703
13.0,38.37061309814453
13.5,39.36728286743164
14.0,40.396026611328125
14.5,41.456485748291016
15.0,42.54829788208008
15.5,43.671112060546875
16.0,44.824581146240234
16.5,46.00836181640625
17.0,47.22210693359375
17.5,48.465484619140625
18.0,49.738162994384766
18.5,51.0398063659668
19.0,52.370094299316406
19.5,53.72240447998047
20.0,55.0640983581543
20.5,56.39069747924805
21.0,57.70237350463867
21.5,58.99929428100586
22.0,60.2816276550293
22.5,61.549537658691406
23.0,62.803184509277344
23.5,64.04273223876953
24.0,65.2683334350586
24.5,66.48015594482422
25.0,67.67833709716797
25.5,68.86304473876953
26.0,70.03443145751953
26.5,71.19263458251953
27.0,72.33781433105469
27.5,73.47010803222656
28.0,74.58966827392578
28.5,75.6966323852539
29.0,76.79114532470703
29.5,77.87335205078125
30.0,78.9433822631836
30.5,80.00137329101562
31.0,81.0474624633789
31.5,82.08179473876953
32.0,83.10448455810547
32.5,84.11566925048828
33.0,85.11548614501953
33.5,86.10404968261719
34.0,87.08149719238281
34.5,88.0479507446289
35.0,89.00353240966797
35.5,89.9483642578125
36.0,90.882568359375
36.5,91.80625915527344
37.0,92.71956634521484
37.5,93.62260437011719
38.0,94.51547241210938
38.5,95.39830780029297
39.0,96.27120971679688
39.5,97.13429260253906
40.0,97.98766326904297
40.5,98.83143615722656
41.0,99.66571807861328
41.5,100.49061584472656
42.0,101.30623626708984
42.5,102.11268615722656
43.0,102.9100570678711
43.5,103.6984634399414
44.0,104.47799682617188
44.5,105.24877166748047
45.0,106.0108642578125
45.5,106.76438903808594
46.0,107.50943756103516
46.5,108.24610900878906
47.0,108.97449493408203
47.5,109.6946792602539
48.0,110.40676879882812
48.5,111.11084747314453
49.0,111.8070068359375
49.5,112.4953384399414
50.0,113.17591857910156
50.5,113.84884643554688
51.0,114.51421356201172
51.5,115.17208862304688
52.0,115.82256317138672
52.5,116.4657211303711
53.0,117.10164642333984
53.5,117.73041534423828
54.0,118.35211181640625
54.5,118.9668197631836
55.0,119.5746078491211
55.5,120.17556762695312
56.0,120.76976013183594
56.5,121.35726928710938
57.0,121.93817138671875
57.5,122.51254272460938
58.0,123.0804443359375
58.5,123.6419677734375
59.0,124.1971664428711
59.5,124.74612426757812
60.0,125.28890991210938
60.5,125.8255844116211
61.0,126.3562240600586
61.5,126.88089752197266
62.0,127.39966583251953
62.5,127.91259765625
63.0,128.41976928710938
63.5,128.9212188720703
64.0,129.4170379638672
64.5,129.90728759765625
65.0,130.3920135498047
65.5,130.8712921142578
66.0,131.3451690673828
66.5,131.813720703125
67.0,132.27700805664062
67.5,132.73507690429688
68.0,133.18800354003906
68.5,133.6358184814453
69.0,134.07861328125
69.5,134.51641845703125
70.0,134.9492950439453
70.5,135.37730407714844
71.0,135.80050659179688
71.5,136.2189483642578
72.0,136.63267517089844
72.5,137.041748046875
73.0,137.44622802734375
73.5,137.84616088867188
74.0,138.2415771484375
74.5,138.63255310058594
75.0,139.01913452148438
75.5,139.4013671875
76.0,139.77931213378906
76.5,140.15298461914062
77.0,140.5224609375
77.5,140.88778686523438
78.0,141.24900817871094
78.5,141.6061553955078
79.0,141.95928955078125
79.5,142.30844116210938
80.0,142.6536865234375
80.5,142.99502563476562
81.0,143.33253479003906
81.5,143.666259765625
82.0,143.9962158203125
82.5,144.3224639892578
83.0,144.64503479003906
83.5,144.9639892578125
84.0,145.27935791015625
84.5,145.59117126464844
85.0,145.89947509765625
85.5,146.20431518554688
86.0,146.50572204589844
86.5,146.80374145507812
87.0,147.09841918945312
87.5,147.3897705078125
88.0,147.67784118652344
88.5,147.96267700195312
89.0,148.2443084716797
89.5,148.5227813720703
90.0,148.79811096191406
90.5,149.07034301757812
91.0,149.33950805664062
91.5,149.60565185546875
92.0,149.86880493164062
92.5,150.12899780273438
93.0,150.38626098632812
93.5,150.640625
94.0,150.8921356201172
94.5,151.1408233642578
95.0,151.38670349121094
95.5,151.62982177734375
96.0,151.87020874023438
96.5,152.10787963867188
97.0,152.34288024902344
97.5,152.5752410888672
98.0,152.80499267578125
98.5,153.0321502685547
99.0,153.2567596435547
99.5,153.47885131835938
100.0,153.69842529296875
100.5,153.91554260253906
101.0,154.13021850585938
101.5,154.34246826171875
102.0,154.55233764648438
102.5,154.7598419189453
103.0,154.96502685546875
103.5,155.1678924560547
104.0,155.36846923828125
104.5,155.56680297851562
105.0,155.7628936767578
105.5,155.956787109375
106.0,156.14849853515625
106.5,156.33804321289062
107.0,156.5254669189453
107.5,156.71078491210938
108.0,156.89401245117188
108.5,157.07518005371094
109.0,157.2543182373047
109.5,157.43142700195312
110.0,157.60655212402344
110.5,157.7797088623047
111.0,157.95091247558594
111.5,158.1201934814453
112.0,158.28756713867188
112.5,158.4530487060547
113.0,158.61668395996094
113.5,158.77847290039062
114.0,158.93844604492188
